sys_time,timestamp,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
0,2007.5,2600176680682841.0,9.6285215,-0.056024319549999986,-0.12162544735
100,2107.5,2600176730679170.0,9.6766450125,-0.11923124602499999,-0.177649766525
200,2207.5,2600176780679248.0,9.672096,-0.09656613563333333,-0.12433887596666666
300,2307.5,2600176830678642.5,9.6892145375,-0.09085995432499999,-0.10809820891250001
400,2407.5,2600176880678576.0,9.660029270999999,-0.07383718011999998,-0.12765883571
500,2507.5,2600176930679104.5,9.6452809675,-0.06607996698333332,-0.13168109391666669
600,2607.5,2600176980680341.5,9.638372007142857,-0.05705040614285713,-0.13113384781428572
700,2707.5,2600177030680058.5,9.642407965624999,-0.06889315441249999,-0.12743138539375
800,2807.5,2600177080679395.5,9.622190257777778,-0.07352859465555556,-0.12854202859444444
900,2907.5,2600177130679256.0,9.588682072000001,-0.07781155544,-0.13800178681500003
1000,3007.5,2600177180679383.5,9.655858990454545,-0.07182605141818182,-0.09602925428636365
1100,3107.5,2600177230679118.0,9.655376532916668,-0.07186595489583333,-0.08962295040000001
1200,3207.5,2600177280679260.5,9.633862472692307,-0.0777194710423077,-0.10906509565384616
1300,3307.5,2600177330679901.0,9.6267430175,-0.07555416548571428,-0.11273269694642858
1400,3407.5,2600177380679602.0,9.630660388,-0.06981492202666666,-0.10381258502333333
1500,3507.5,2600177430679502.0,9.635644316875002,-0.078529816228125,-0.083318218678125
1600,3607.5,2600177480679441.0,9.62474717764706,-0.07940299560294117,-0.06607996624411765
1700,3707.5,2600177530679565.0,9.618199889611112,-0.06786231843055554,-0.0672504642861111
1800,3807.5,2600177580679474.0,9.611031278315792,-0.06975947838157893,-0.056200733478947364
1900,3907.5,2600177630679330.0,9.603214847650001,-0.06801927175249999,-0.041778819497499994
2000,4007.5,2600177680679345.0,9.61780466204762,-0.07672846527380951,-0.030007327945238093
2100,4107.5,2600177730679205.5,9.630349867181819,-0.07979221423863635,-0.022897274515909092
2200,4207.5,2600177780679166.5,9.62566934578261,-0.0781342532347826,-0.018050198143478257
2300,4307.5,2600177830679166.5,9.626865574083334,-0.08058483996249999,-0.008878497137499993
2400,4407.5,2600177880679195.0,9.621645413120001,-0.07224743147399999,0.00040222684200000633
2500,4507.55,2600177930680015.0,9.62456192223077,-0.06876884053846152,0.005985505207692313
2600,4607.5,2600177980680183.5,9.63281339362963,-0.07092157576296294,0.009913769387037042
2700,4707.5,2600178030680167.0,9.642903875107143,-0.07251010952321427,0.011047531541071434
2800,4807.5,2600178080680059.5,9.645413070793104,-0.07058767163448275,0.01601638471206897
2900,4907.5,2600178130680050.5,9.628266184266668,-0.07169836106333333,0.011651782621666672
3000,5007.5,2600178180680790.5,9.653575725096776,-0.0836889351467742,-0.0009576799080645087
3100,5107.5,2600178230680642.5,9.65623445009375,-0.0753126080734375,0.001990180901562507
3200,5207.5,2600178280680588.5,9.656715104636364,-0.06995422143939393,0.002452243624242432
3300,5307.5,2600178330680799.5,9.651576316264705,-0.06148873383823529,-0.0002957538941176389
3400,5407.5,2600178380680824.0,9.655227172942858,-0.06609364877142856,0.005417736844285722
3500,5507.5,2600178430680737.0,9.662199998694444,-0.07185265392777777,0.01983197113194445
3600,5607.5,2600178480680709.0,9.658326137648649,-0.0818299321135135,0.02621974368648649
3700,5707.5,2600178530680687.0,9.661498537973685,-0.08038217218947367,0.026525234496052638
3800,5807.5,2600178580680618.5,9.658344718410257,-0.0746008697102564,0.026458998188461546
3900,5907.5,2600178630680555.0,9.661262270449999,-0.07036558830874999,0.032321722852500005
4000,6007.5,2600178680680515.0,9.660195097999999,-0.07440711755,0.032572821925609764
4100,6107.5,2600178730680453.5,9.657708020071428,-0.08107223039880952,0.033359210145238107
4200,6207.5,2600178780680387.0,9.660615000418604,-0.08599081683488372,0.03644754471627908
4300,6305.0,2600178830623513.0,9.660210942992821,-0.0821119543194976,0.041358402143779914
4400,6405.0,2600178880569252.5,9.660962006693511,-0.0808952954573712,0.04655024134905041
4500,6507.5,2600178930571616.5,9.654240048939304,-0.08344626516590661,0.04780756642950584
4600,6605.0,2600178980520725.5,9.663552780820774,-0.08562808222060737,0.056356466565944126
4700,6705.0,2600179030471901.0,9.665441386577484,-0.08662789829934471,0.062070453769431405
4800,6807.5,2600179080476069.0,9.665215624606516,-0.0889741000024193,0.06703840651087158
4900,6907.5,2600179130480125.0,9.661991772114385,-0.09136052896437091,0.07025619838965415
5000,7007.5,2600179180483983.5,9.66065948638665,-0.09312758696408913,0.07308490966044523
5100,7107.5,2600179230487731.0,9.662177814533063,-0.0935835380513182,0.07327249556985975
5200,7207.5,2600179280491371.0,9.660856151994702,-0.08892669941072728,0.08377969183269258
5300,7307.5,2600179330494866.5,9.659397224179985,-0.08845927470775085,0.08916253353023532
5400,7407.5,2600179380498221.5,9.658957736013075,-0.08880111039306447,0.09417551187241284
5500,7507.5,2600179430501403.0,9.660107276441414,-0.08956682438783117,0.09800047017469118
5600,7607.5,2600179480504469.5,9.662543792644197,-0.08786106525646571,0.10228766966811766
5700,7707.5,2600179530507454.5,9.663715703546883,-0.0848849306684232,0.10637749955659838
5800,7807.5,2600179580510337.0,9.659751081876594,-0.0805650450248906,0.10830782255309672
5900,7907.5,2600179630513134.0,9.65926251134532,-0.07676424714864243,0.10908044930304511
6000,8007.5,2600179680515834.0,9.664449696405232,-0.07965053323391058,0.11392536142594602
6100,8107.5,2600179730518441.0,9.66366168396321,-0.07930808143820235,0.11657505299649527
6200,8207.5,2600179780520988.5,9.66243505009078,-0.07722835388838961,0.11855537812115408
6300,8307.5,2600179830523435.5,9.662062272354985,-0.07151756885888352,0.1211621509809798
6400,8407.5,2600179880525842.0,9.662179803164909,-0.07144128027797762,0.12347507903281087
6500,8507.5,2600179930528133.5,9.664209133419986,-0.07287637599952342,0.12769857607776827
6600,8607.5,2600179980530334.0,9.664655605682375,-0.07340386170848576,0.1311742208773538
6700,8707.5,2600180030532496.5,9.662751079128222,-0.0727750664296845,0.13265340474018683
6800,8807.5,2600180080534606.5,9.658882297908972,-0.06924287710968906,0.13288220335482182
6900,8907.5,2600180130536642.5,9.664509324724557,-0.07000488077740778,0.13594330398832435
7000,9007.5,2600180180538608.0,9.665095020503085,-0.07147379629955698,0.13978143784764374
7100,9107.5,2600180230540542.0,9.664274480634985,-0.07074712708567425,0.139303152246982
7200,9207.5,2600180280542417.5,9.665457376105739,-0.0691417210687472,0.14178972588469457
7300,9307.5,2600180330544265.5,9.66051279264485,-0.06754087949146684,0.1435555424470636
7400,9407.5,2600180380546023.5,9.663329588742918,-0.06854931125824729,0.1391961905457694
7500,9507.5,2600180430547754.0,9.667143348101565,-0.06941779578905982,0.14207745869648297
7600,9607.5,2600180480549430.5,9.67042273773661,-0.07028237837166942,0.1459597247906845
7700,9707.5,2600180530551093.0,9.670020603278447,-0.06812897056434034,0.14573369256388086
7800,9807.5,2600180580552712.0,9.668895234882518,-0.0672908236027664,0.14857432410737603
7900,9907.5,2600180630554252.0,9.670449578196486,-0.06860446981898183,0.15145167896853384
